WKT,R_LINKID,L_LINKID,LANETYPE,LANECODE,BARRIER,LNO,CODE,DATE,REMARK,HDUFID,HISTTYPE,HISTREMARK
"MULTILINESTRING ((302002.222 4122805.437,302004.798 4122806.628,302006.298 4122807.444,302008.283 4122808.845,302008.398 4122808.946,302008.398 4122808.946,302010.659 4122810.917))",233A0297RR0201,233A0297ZZ0101,212,03,99,1166,1,20170126,,A1LA17CA061191,,
"MULTILINESTRING ((301975.861 4122811.021,301976.755 4122810.229,301978.227 4122808.993,301979.647 4122808.048,301981.181 4122807.111,301981.181 4122807.111,301981.98 4122806.636,301983.397 4122805.824,301983.397 4122805.824,301984.907 4122805.168,301986.469 4122804.612,301986.469 4122804.612,301987.973 4122804.217,301989.635 4122803.923))",,233A0298ZZ0101,212,07,99,1167,1,20170126,,A1LA17CA061192,,
"MULTILINESTRING ((301989.635 4122803.923,301990.84 4122803.767,301993.252 4122803.622,301995.925 4122803.776,301998.685 4122804.407,301999.982 4122804.816,302002.222 4122805.437))",,233A0298ZZ0101,211,07,99,1168,1,20170126,,A1LA17CA061193,,
"MULTILINESTRING ((302004.947 4123649.791,302004.94 4123651.232,302004.925 4123654.232,302004.909 4123657.232,302004.895 4123659.866,302004.89 4123662.866,302004.884 4123665.866,302004.878 4123668.866,302004.872 4123671.866,302004.866 4123674.866,302004.861 4123677.866,302004.855 4123680.866,302004.849 4123683.866,302004.843 4123686.866,302004.843 4123686.866,302004.837 4123689.866,302004.832 4123692.866,302004.826 4123695.866,302004.823 4123697.225,302004.804 4123699.477,302004.779 4123702.477,302004.754 4123705.477,302004.729 4123708.477,302004.703 4123711.477,302004.678 4123714.477,302004.678 4123714.477,302004.653 4123717.476,302004.628 4123720.476,302004.621 4123721.615,302004.603 4123724.615,302004.585 4123727.615,302004.585 4123727.615,302004.568 4123730.615,302004.55 4123733.615,302004.532 4123736.615,302004.532 4123736.615,302004.514 4123739.614,302004.496 4123742.614,302004.496 4123742.614,302004.478 4123745.614,302004.461 4123748.614,302004.443 4123751.614,302004.443 4123751.614,302004.425 4123754.614,302004.425 4123754.627,302004.408 4123757.627,302004.408 4123757.627,302004.39 4123760.627,302004.39 4123760.627,302004.373 4123763.626,302004.373 4123763.626,302004.355 4123766.626,302004.338 4123769.626,302004.338 4123769.626,302004.321 4123772.626,302004.321 4123772.626,302004.303 4123775.626,302004.303 4123775.626,302004.286 4123778.626,302004.286 4123778.626,302004.268 4123781.626,302004.251 4123784.626,302004.251 4123784.626,302004.234 4123787.626,302004.234 4123787.626,302004.216 4123790.626,302004.216 4123790.626,302004.199 4123793.626,302004.199 4123793.626,302004.181 4123796.626,302004.181 4123796.626,302004.164 4123799.626,302004.146 4123802.626,302004.146 4123802.626,302004.129 4123805.626,302004.129 4123805.626,302004.112 4123808.626,302004.112 4123808.626,302004.094 4123811.626,302004.094 4123811.626,302004.077 4123814.626,302004.059 4123817.626,302004.059 4123817.626,302004.042 4123820.626,302004.042 4123820.626,302004.025 4123823.625,302004.025 4123823.625,302004.007 4123826.625,302004.007 4123826.625,302003.99 4123829.625,302003.99 4123829.625,302003.972 4123832.625,302003.955 4123835.625,302003.955 4123835.625,302003.938 4123838.625,302003.938 4123838.625,302003.931 4123840.456,302003.921 4123843.456,302003.91 4123846.456,302003.899 4123849.456,302003.899 4123849.456,302003.889 4123852.456,302003.878 4123855.456,302003.868 4123858.456,302003.857 4123861.456,302003.857 4123861.456,302003.846 4123864.456,302003.836 4123867.456,302003.832 4123868.596))",233A0272ZZ0301,233A0272ZZ0201,212,03,99,1169,1,20170126,,A1LA17CA061194,,
"MULTILINESTRING ((302732.135 4123097.129,302732.082 4123095.131,302732.043 4123093.632,302732.003 4123092.132,302731.924 4123089.133,302731.844 4123086.134,302731.765 4123083.135,302731.725 4123081.636,302731.686 4123080.136,302731.606 4123077.137,302731.558 4123075.291,302731.512 4123074.172,302731.389 4123071.175,302731.266 4123068.178,302731.143 4123065.18,302731.081 4123063.681,302731.02 4123062.183,302730.897 4123059.185,302730.891 4123059.073,302730.734 4123056.077,302730.578 4123053.081,302730.5 4123051.583,302730.422 4123050.085,302730.266 4123047.089,302730.109 4123044.093,302729.962 4123041.635,302729.782 4123038.64,302729.602 4123035.645,302729.422 4123032.651,302729.276 4123030.894,302729.027 4123027.905,302728.778 4123024.915,302728.53 4123021.926,302728.384 4123020.439,302728.237 4123018.946,302728.09 4123017.454,302727.797 4123014.468,302727.504 4123011.482,302727.389 4123010.405,302727.069 4123007.422,302726.749 4123004.439,302726.43 4123001.457,302726.168 4122999.252,302725.815 4122996.273,302725.461 4122993.294,302725.374 4122992.631,302724.984 4122989.657,302724.594 4122986.682,302724.433 4122985.636,302723.974 4122982.671,302723.516 4122979.706,302723.058 4122976.742,302722.76 4122974.996,302722.255 4122972.039,302721.75 4122969.082,302721.245 4122966.125,302720.74 4122963.167,302720.508 4122962.016,302719.915 4122959.075,302719.323 4122956.134,302718.73 4122953.193,302718.137 4122950.252,302717.873 4122949.124,302717.189 4122946.203,302716.505 4122943.282,302715.82 4122940.361,302715.136 4122937.44,302714.452 4122934.519,302714.142 4122933.368,302713.361 4122930.471,302712.581 4122927.575,302711.801 4122924.678,302711.633 4122924.104,302710.793 4122921.224,302710.373 4122919.784,302709.952 4122918.344,302709.112 4122915.464,302708.696 4122914.187,302707.768 4122911.334,302706.84 4122908.481,302705.912 4122905.628,302705.448 4122904.202,302704.984 4122902.775,302704.129 4122900.03,302703.238 4122897.166,302702.969 4122896.465,302701.892 4122893.665,302700.816 4122890.865,302699.836 4122888.568,302698.659 4122885.809,302697.481 4122883.05,302696.304 4122880.29,302695.355 4122878.089,302694.168 4122875.334,302692.98 4122872.579,302691.793 4122869.824,302690.605 4122867.07,302689.443 4122864.653,302688.143 4122861.949,302686.843 4122859.246,302685.544 4122856.542,302684.244 4122853.838,302683.208 4122851.9,302681.795 4122849.253,302680.382 4122846.607,302678.969 4122843.961,302677.555 4122841.314,302677.279 4122840.843,302675.763 4122838.254,302674.247 4122835.665,302672.731 4122833.076,302671.216 4122830.487,302669.776 4122828.312,302668.948 4122827.061,302668.121 4122825.81,302666.465 4122823.308,302665.117 4122821.271,302663.461 4122818.769,302662.953 4122818.05,302661.222 4122815.599,302659.491 4122813.149,302657.76 4122810.699,302656.03 4122808.249,302654.299 4122805.798,302653.133 4122804.276,302651.31 4122801.893,302649.487 4122799.511,302647.663 4122797.129,302645.84 4122794.746,302644.017 4122792.364,302642.841 4122791.003,302640.88 4122788.733,302639.899 4122787.598,302638.918 4122786.463,302636.957 4122784.193,302635.976 4122783.058,302634.996 4122781.923,302633.034 4122779.653,302631.259 4122777.768,302630.23 4122776.676,302629.201 4122775.585,302627.144 4122773.401,302626.116 4122772.309,302625.087 4122771.217,302623.03 4122769.033,302622.339 4122768.362,302621.264 4122767.316,302620.188 4122766.271,302619.113 4122765.225,302618.037 4122764.179,302615.886 4122762.088,302614.811 4122761.043,302613.735 4122759.997,302612.66 4122758.952,302611.584 4122757.906,302610.31 4122756.723,302608.111 4122754.681,302605.913 4122752.64,302604.906 4122751.758,302602.649 4122749.781,302601.521 4122748.793,302600.392 4122747.805,302598.135 4122745.828,302598.037 4122745.748,302596.868 4122744.808,302595.7 4122743.867,302593.363 4122741.986,302591.026 4122740.105,302588.701 4122738.315,302586.324 4122736.484,302585.136 4122735.569,302583.947 4122734.653,302581.571 4122732.823,302581.289 4122732.623,302578.842 4122730.888,302576.395 4122729.152,302573.948 4122727.416,302571.501 4122725.681,302569.054 4122723.945,302566.607 4122722.21,302564.806 4122721.071,302562.27 4122719.469,302559.934 4122717.986,302558.07 4122716.796,302556.207 4122715.605,302553.8 4122714.193,302551.392 4122712.78,302548.984 4122711.368,302547.183 4122710.295,302545.382 4122709.223,302543.718 4122708.319,302542.054 4122707.415,302540.208 4122706.322,302538.361 4122705.228,302536.963 4122704.536,302535.564 4122703.843,302533.937 4122703.048,302532.31 4122702.253,302530.389 4122701.265,302528.468 4122700.277,302527.013 4122699.523,302525.557 4122698.769,302523.028 4122697.544,302521.07 4122696.593,302519.111 4122695.641,302517.538 4122694.958,302515.965 4122694.275,302514.597 4122693.66,302513.229 4122693.045,302510.493 4122691.815,302509.125 4122691.199,302507.757 4122690.584,302506.713 4122690.178,302503.917 4122689.091,302501.121 4122688.003,302498.325 4122686.916,302496.701 4122686.251,302494.199 4122685.305,302491.424 4122684.244,302488.786 4122683.353,302487.061 4122682.744,302485.336 4122682.134,302482.821 4122681.252,302481.285 4122680.737,302479.749 4122680.222,302478.219 4122679.713,302476.688 4122679.204,302475.005 4122678.682,302473.321 4122678.159,302470.816 4122677.46,302468.895 4122676.919,302466.973 4122676.377,302465.436 4122675.967,302463.898 4122675.557,302462.391 4122675.146,302460.884 4122674.734,302459.046 4122674.232,302457.207 4122673.73,302454.994 4122673.151,302453.334 4122672.746,302451.673 4122672.34,302449.511 4122671.855,302447.348 4122671.37,302445.185 4122670.884,302442.971 4122670.362,302440.748 4122669.864,302438.184 4122669.308,302436.022 4122668.869,302434.232 4122668.557,302432.442 4122668.244,302429.961 4122667.833,302428.287 4122667.562,302426.612 4122667.29,302423.952 4122666.873,302422.459 4122666.646,302420.966 4122666.419,302418.793 4122666.151,302416.882 4122665.881,302414.971 4122665.611,302412.74 4122665.306,302409.812 4122664.994,302407.284 4122664.708,302405.779 4122664.569,302404.273 4122664.43,302402.766 4122664.306,302401.259 4122664.181,302399.369 4122664.035,302396.824 4122663.833,302394.026 4122663.637,302391.436 4122663.5,302389.574 4122663.359,302387.711 4122663.218,302385.819 4122663.148,302383.926 4122663.077,302381.503 4122663.055,302379.353 4122663.006,302377.346 4122662.977,302374.499 4122662.934,302372.808 4122662.898,302371.117 4122662.862,302368.118 4122662.808,302365.316 4122662.861,302362.316 4122662.918,302359.317 4122662.975,302356.318 4122663.032,302353.7 4122663.212,302350.707 4122663.417,302347.714 4122663.623,302344.721 4122663.828,302343.604 4122663.934,302340.617 4122664.218,302337.63 4122664.501,302334.644 4122664.784,302331.657 4122665.067,302331.027 4122665.152,302328.054 4122665.551,302325.081 4122665.951,302322.107 4122666.351,302319.134 4122666.751,302318.744 4122666.812,302315.78 4122667.278,302312.817 4122667.744,302309.853 4122668.211,302306.89 4122668.677,302304.207 4122669.196,302301.261 4122669.765,302298.316 4122670.335,302296.152 4122670.842,302293.231 4122671.528,302290.311 4122672.213,302287.39 4122672.898,302284.659 4122673.618,302281.758 4122674.383,302278.857 4122675.148,302275.956 4122675.912,302274.505 4122676.294,302273.055 4122676.677,302271.42 4122677.186,302269.988 4122677.632,302268.555 4122678.078,302265.691 4122678.971,302264.259 4122679.417,302262.827 4122679.863,302261.395 4122680.309,302259.963 4122680.755,302257.489 4122681.627,302254.66 4122682.623,302251.83 4122683.62,302249.001 4122684.616,302246.171 4122685.613,302244.716 4122686.189,302241.926 4122687.292,302239.136 4122688.395,302236.347 4122689.498,302233.557 4122690.601,302232.376 4122691.134,302229.642 4122692.369,302226.907 4122693.604,302224.173 4122694.838,302221.439 4122696.073,302218.705 4122697.307,302216.928 4122698.184,302214.238 4122699.512,302211.547 4122700.84,302208.895 4122702.241,302206.242 4122703.643,302203.59 4122705.044,302200.937 4122706.446,302200.275 4122706.795,302197.665 4122708.273,302196.359 4122709.013,302195.054 4122709.752,302192.443 4122711.23,302190.921 4122712.091,302188.409 4122713.73,302185.896 4122715.369,302183.383 4122717.008,302181.892 4122717.981,302179.395 4122719.645,302176.899 4122721.308,302174.402 4122722.972,302171.906 4122724.635,302171.392 4122724.978,302168.788 4122726.468,302168.599 4122726.576,302166.163 4122728.327,302163.727 4122730.078,302161.291 4122731.829,302158.855 4122733.58,302157.377 4122734.643,302156.221 4122735.598,302155.064 4122736.554,302152.752 4122738.465,302151.595 4122739.42,302150.439 4122740.375,302149.282 4122741.331,302148.126 4122742.286,302145.813 4122744.197,302144.657 4122745.152,302143.501 4122746.108,302141.188 4122748.019,302140.031 4122748.974,302138.875 4122749.929,302138.095 4122750.574,302136.995 4122751.593,302135.895 4122752.613,302134.795 4122753.633,302133.694 4122754.652,302132.594 4122755.672,302131.494 4122756.691,302129.293 4122758.73,302128.193 4122759.75,302127.093 4122760.77,302125.993 4122761.789,302124.893 4122762.809,302123.403 4122764.189,302122.366 4122765.273,302121.329 4122766.357,302119.255 4122768.524,302118.218 4122769.608,302117.181 4122770.692,302115.107 4122772.859,302113.032 4122775.027,302111.995 4122776.11,302110.958 4122777.194,302108.884 4122779.362,302108.687 4122779.567,302107.721 4122780.714,302106.755 4122781.862,302105.788 4122783.009,302104.822 4122784.156,302102.889 4122786.45,302101.923 4122787.598,302100.956 4122788.745,302099.99 4122789.892,302099.023 4122791.039,302098.057 4122792.186,302097.091 4122793.334,302096.257 4122794.323,302094.434 4122796.705,302092.61 4122799.087,302090.786 4122801.469,302088.963 4122803.851,302088.402 4122804.582,302087.544 4122805.812,302086.686 4122807.043,302084.969 4122809.503,302083.253 4122811.963,302081.536 4122814.424,302079.82 4122816.884,302078.962 4122818.115,302078.104 4122819.345,302076.387 4122821.805,302075.338 4122823.308,302073.666 4122825.799,302071.993 4122828.289,302071.451 4122829.096,302069.927 4122831.68,302069.165 4122832.972,302068.402 4122834.264,302067.64 4122835.556,302066.878 4122836.847,302066.81 4122836.962,302066.071 4122838.268,302065.332 4122839.573,302063.854 4122842.184,302062.377 4122844.795,302061.056 4122847.128,302060.351 4122848.452,302059.647 4122849.776,302058.237 4122852.424,302057.153 4122854.463,302056.487 4122855.807,302055.821 4122857.151,302055.155 4122858.496,302054.489 4122859.84,302053.158 4122862.528,302052.492 4122863.872,302051.826 4122865.216,302051.734 4122865.401,302050.487 4122868.129,302049.864 4122869.493,302049.24 4122870.858,302048.364 4122872.775,302047.78 4122874.157,302047.197 4122875.539,302046.031 4122878.303,302045.447 4122879.685,302044.864 4122881.067,302043.72 4122883.779,302042.621 4122886.57,302041.522 4122889.362,302040.861 4122891.04,302039.819 4122893.853,302038.777 4122896.666,302038.737 4122896.774,302037.74 4122899.604,302037.241 4122901.018,302036.743 4122902.433,302036.652 4122902.691,302035.703 4122905.537,302035.229 4122906.96,302034.754 4122908.383,302034.127 4122910.265,302033.676 4122911.696,302033.225 4122913.127,302032.774 4122914.557,302032.323 4122915.988,302031.422 4122918.849,302030.628 4122921.368,302030.24 4122922.817,302029.853 4122924.266,302029.077 4122927.164,302028.475 4122929.416,302027.708 4122932.316,302026.941 4122935.216,302026.174 4122938.116,302025.412 4122940.996,302024.772 4122943.927,302024.132 4122946.858,302023.661 4122949.013,302023.35 4122950.481,302023.039 4122951.948,302022.728 4122953.415,302022.417 4122954.883,302021.795 4122957.817,302021.484 4122959.285,302021.173 4122960.752,302021.139 4122960.913,302020.54 4122963.853,302019.941 4122966.792,302019.626 4122968.342,302019.402 4122969.825,302019.178 4122971.309,302018.954 4122972.792,302018.73 4122974.275,302018.506 4122975.758,302018.282 4122977.241,302017.835 4122980.208,302017.74 4122980.837,302017.257 4122983.798,302016.775 4122986.759,302016.494 4122988.482,302016.088 4122991.454,302015.681 4122994.427,302015.274 4122997.399,302014.88 4123000.281,302014.607 4123003.269,302014.47 4123004.763,302014.334 4123006.256,302014.171 4123008.038,302013.832 4123011.019,302013.662 4123012.51,302013.492 4123014.0,302013.323 4123015.49,302013.153 4123016.981,302012.814 4123019.961,302012.758 4123020.45,302012.471 4123023.437,302012.184 4123026.423,302012.016 4123028.778,302011.848 4123031.133,302011.698 4123033.822,302011.501 4123035.352,302011.303 4123036.881,302011.232 4123038.451,302011.16 4123040.021,302011.315 4123041.183,302011.185 4123043.162,302011.03 4123045.374,302010.945 4123047.149,302010.859 4123048.923,302010.675 4123051.907,302010.563 4123053.54,302010.45 4123055.172,302010.312 4123057.675,302010.193 4123059.407,302010.078 4123061.13,302009.963 4123062.852,302009.878 4123065.834,302009.794 4123067.805,302009.71 4123069.775,302009.63 4123071.31,302009.549 4123072.845,302009.537 4123074.449,302009.524 4123076.053,302009.487 4123077.079,302009.46 4123077.709,302009.4 4123079.208,302009.341 4123080.707,302009.222 4123083.704,302009.103 4123086.702,302009.043 4123088.201,302008.984 4123089.7,302008.931 4123091.043,302008.824 4123094.041,302008.771 4123095.54,302008.717 4123097.039,302008.71 4123097.234,302008.674 4123098.733,302008.638 4123100.233,302008.567 4123103.232,302008.531 4123104.731,302008.495 4123106.231,302008.423 4123109.23,302008.387 4123110.73,302008.351 4123112.229,302008.315 4123113.729,302008.279 4123115.228,302008.207 4123118.228,302008.171 4123119.727,302008.135 4123121.227,302008.064 4123124.226,302008.047 4123124.903,302008.01 4123127.903,302007.991 4123129.403,302007.972 4123130.903,302007.934 4123133.903,302007.915 4123135.402,302007.897 4123136.902,302007.859 4123139.902,302007.84 4123141.402,302007.821 4123142.902,302007.784 4123145.902,302007.765 4123147.402,302007.746 4123148.901,302007.708 4123151.901,302007.671 4123154.901,302007.652 4123156.401,302007.633 4123157.901,302007.623 4123158.659,302007.599 4123161.658,302007.587 4123163.158,302007.574 4123164.658,302007.55 4123167.658,302007.538 4123169.158,302007.526 4123170.658,302007.501 4123173.658,302007.489 4123175.158,302007.477 4123176.658,302007.452 4123179.658,302007.428 4123182.658,302007.416 4123184.158,302007.403 4123185.658,302007.395 4123186.66,302007.384 4123188.16,302007.373 4123189.66,302007.35 4123192.66,302007.339 4123194.16,302007.328 4123195.66,302007.305 4123198.66,302007.294 4123200.16,302007.283 4123201.66,302007.26 4123204.659,302007.238 4123207.659,302007.227 4123209.159,302007.215 4123210.659,302007.193 4123213.659,302007.17 4123216.659,302007.148 4123219.636,302007.138 4123222.636,302007.134 4123223.838,302007.123 4123226.838,302007.113 4123229.838,302007.108 4123231.338,302007.103 4123232.838,302007.092 4123235.838,302007.083 4123238.714))",233A0269ZZ0301,233A0269ZZ0201,211,05,99,1170,1,20170126,,A1LA17CA061195,,
"MULTILINESTRING ((302018.908 4123994.647,302017.667 4123996.001,302015.877 4123998.3,302014.334 4124000.873,302014.325 4124000.887,302013.698 4124002.344,302013.071 4124003.802,302012.367 4124005.877,302011.959 4124007.306,302011.6 4124008.795,302011.329 4124009.893))",,233A0274ZZ0101,211,11,99,1171,1,20170126,,A1LA17CA061196,,
"MULTILINESTRING ((301973.169 4123696.516,301974.961 4123696.514,301977.96 4123696.557,301980.959 4123696.599,301981.342 4123696.604,301981.329 4123698.104,301981.317 4123699.604,301981.291 4123702.604,301981.265 4123705.574,301981.252 4123707.074,301981.24 4123708.574,301981.214 4123711.574,301981.201 4123713.074,301981.188 4123714.574,301981.169 4123716.761,301978.17 4123716.726,301975.17 4123716.691,301972.991 4123716.647))",,,211,07,99,1172,1,20170126,,A1LA17CA061197,,
"MULTILINESTRING ((301972.991 4123716.647,301973.018 4123720.224,301972.991 4123723.911,301972.94 4123725.665,301972.94 4123725.665,301972.931 4123728.665,301972.923 4123731.665,301972.923 4123731.665,301972.914 4123734.665,301972.905 4123737.573,301972.9 4123740.573,301972.9 4123740.573,301972.895 4123743.573,301972.89 4123746.573,301972.89 4123746.573,301972.885 4123749.573,301972.885 4123749.573,301972.88 4123752.573,301972.88 4123752.573,301972.88 4123752.687,301972.872 4123755.687,301972.872 4123755.687,301972.864 4123758.687,301972.864 4123758.687,301972.856 4123761.687,301972.856 4123761.687,301972.851 4123763.687,301972.838 4123766.687,301972.838 4123766.687,301972.824 4123769.687,301972.824 4123769.687,301972.811 4123772.687,301972.797 4123775.687,301972.797 4123775.687,301972.784 4123778.687,301972.784 4123778.687,301972.77 4123781.687,301972.77 4123781.687,301972.757 4123784.687,301972.757 4123784.687,301972.743 4123787.687,301972.73 4123790.687,301972.73 4123790.687,301972.718 4123793.306,301972.695 4123796.306,301972.672 4123799.305,301972.672 4123799.305,301972.649 4123802.305,301972.626 4123805.305,301972.603 4123808.305,301972.603 4123808.305,301972.579 4123811.305,301972.556 4123814.305,301972.533 4123817.305,301972.533 4123817.305,301972.51 4123820.305,301972.499 4123821.768,301972.484 4123824.768,301972.469 4123827.768,301972.454 4123830.768,301972.454 4123830.768,301972.439 4123833.768,301972.424 4123836.768,301972.415 4123838.625,301972.411 4123839.444,301972.392 4123842.444,301972.373 4123845.444,301972.373 4123845.444,301972.354 4123848.444,301972.335 4123851.443,301972.335 4123851.443,301972.316 4123854.443,301972.297 4123857.443,301972.296 4123857.532,301972.284 4123860.532,301972.284 4123860.532,301972.272 4123863.532,301972.272 4123863.532,301972.26 4123866.532,301972.26 4123866.532,301972.248 4123869.532,301972.248 4123869.532,301972.235 4123872.532,301972.235 4123872.532,301972.223 4123875.532,301972.211 4123878.532,301972.211 4123878.532,301972.199 4123881.532,301972.199 4123881.532,301972.187 4123884.532,301972.187 4123884.532,301972.186 4123884.721,301972.176 4123887.721,301972.166 4123890.721,301972.166 4123890.721,301972.156 4123893.721,301972.145 4123896.721,301972.145 4123896.721,301972.143 4123897.309,301972.126 4123900.309,301972.126 4123900.309,301972.108 4123903.309,301972.091 4123906.309,301972.091 4123906.309,301972.074 4123909.309,301972.074 4123909.309,301972.056 4123912.309,301972.039 4123915.309,301972.039 4123915.309,301972.021 4123918.308,301972.021 4123918.308,301972.004 4123921.308,301971.986 4123924.308,301971.986 4123924.308,301971.969 4123927.308,301971.969 4123927.308,301971.951 4123930.308,301971.951 4123930.308,301971.934 4123933.308,301971.916 4123936.308,301971.916 4123936.308,301971.901 4123938.908,301971.886 4123941.908,301971.871 4123944.908,301971.856 4123947.908,301971.841 4123950.908,301971.826 4123953.908,301971.811 4123956.908,301971.796 4123959.908,301971.781 4123962.908,301971.766 4123965.908,301971.75 4123968.908,301971.75 4123968.908,301971.735 4123971.908,301971.72 4123974.908,301971.705 4123977.908,301971.69 4123980.908,301971.675 4123983.908,301971.66 4123986.908,301971.645 4123989.908,301971.63 4123992.908,301971.615 4123995.907,301971.6 4123998.907,301971.585 4124001.907,301971.575 4124003.735,301971.559 4124006.735,301971.543 4124009.735,301971.543 4124009.735,301971.526 4124012.734,301971.51 4124015.734,301971.51 4124015.734,301971.494 4124018.734,301971.477 4124021.734,301971.477 4124021.734,301971.461 4124024.734,301971.444 4124027.734,301971.444 4124027.734,301971.428 4124030.734,301971.412 4124033.734,301971.412 4124033.734,301971.395 4124036.734,301971.379 4124039.734,301971.379 4124039.734,301971.363 4124042.734,301971.346 4124045.734,301971.33 4124048.734,301971.33 4124048.734,301971.313 4124051.734,301971.297 4124054.734,301971.297 4124054.734,301971.281 4124057.734,301971.264 4124060.734,301971.264 4124060.734,301971.248 4124063.734,301971.232 4124066.734,301971.232 4124066.734,301971.215 4124069.734,301971.199 4124072.734,301971.199 4124072.734,301971.182 4124075.734,301971.166 4124078.733,301971.15 4124081.733,301971.15 4124081.733,301971.133 4124084.733,301971.117 4124087.733,301971.117 4124087.733,301971.101 4124090.733,301971.096 4124091.502))",,233A0305ZZ0101,211,07,99,1173,1,20170126,,A1LA17CA061198,,
"MULTILINESTRING ((302752.828 4123304.344,302752.718 4123304.147,302752.648 4123303.824,302752.664 4123303.485,302752.662 4123300.805,302752.652 4123297.805,302752.651 4123297.279,302752.622 4123294.279,302752.593 4123291.28,302752.565 4123288.28,302752.536 4123285.28,302752.507 4123282.28,302752.494 4123280.852,302752.463 4123279.971,302752.311 4123277.219,302752.141 4123275.629,302752.05 4123274.941,302751.51 4123271.99,302751.227 4123270.441,302750.697 4123267.488,302750.166 4123264.535,302749.635 4123261.583,302749.545 4123261.079,302748.956 4123258.138,302748.368 4123255.196,302748.166 4123254.183))",233A0282ZZ0101,,211,07,99,1174,1,20170126,,A1LA17CA061199,,
"MULTILINESTRING ((302794.751 4123319.852,302793.464 4123320.074,302791.285 4123320.648,302789.504 4123321.406,302787.908 4123322.139))",233A0281ZZ0101,,111,11,99,1175,1,20170126,,A1LA17CA061200,,
"MULTILINESTRING ((302723.199 4123428.727,302723.179 4123427.995,302723.112 4123426.713,302722.82 4123425.205,302721.977 4123421.912,302720.841 4123419.082,302718.675 4123414.5,302717.584 4123412.617,302716.81 4123411.385,302716.81 4123411.385,302715.883 4123409.913,302714.246 4123407.517,302714.246 4123407.517,302714.246 4123407.517,302712.943 4123405.914))",233A0266ZZ0101,,211,11,99,1176,1,20170126,,A1LA17CA061201,,
"MULTILINESTRING ((302770.256 4123291.554,302770.375 4123293.245,302770.613 4123295.345,302770.921 4123296.636,302771.16 4123297.588,302771.671 4123298.987,302772.414 4123300.616,302772.967 4123301.939))",233A0283ZZ0101,,111,11,99,1177,1,20170126,,A1LA17CA061202,,
"MULTILINESTRING ((302767.937 4123301.473,302768.104 4123300.782,302768.727 4123299.261,302769.316 4123297.56,302769.667 4123296.407,302769.986 4123295.084,302770.149 4123293.269,302770.256 4123291.554))",233A0284ZZ0101,,111,11,99,1178,1,20170126,,A1LA17CA061203,,
"MULTILINESTRING ((302772.636 4123329.902,302771.281 4123330.149,302769.728 4123330.189,302768.385 4123330.107,302766.828 4123329.741,302765.365 4123329.142,302764.316 4123328.483,302763.096 4123327.489,302762.14 4123326.521,302761.164 4123325.191,302760.4 4123323.669,302759.991 4123322.274,302759.82 4123321.237,302759.757 4123319.437,302759.921 4123318.124,302760.347 4123316.693,302760.951 4123315.242,302761.827 4123313.744,302762.693 4123312.651,302763.718 4123311.747,302764.791 4123310.989,302766.068 4123310.402,302767.478 4123310.025,302768.915 4123309.752,302770.228 4123309.7,302771.78 4123309.852,302773.306 4123310.213,302774.739 4123310.744,302775.908 4123311.331,302777.014 4123312.135,302777.939 4123313.117,302778.629 4123314.113,302779.307 4123315.27,302779.87 4123316.608,302780.168 4123317.887,302780.398 4123319.211,302780.371 4123320.57,302780.195 4123321.927,302779.87 4123323.097,302779.258 4123324.521,302778.504 4123325.739,302777.447 4123326.93,302776.132 4123328.139,302774.739 4123329.062,302773.755 4123329.493,302772.636 4123329.902))",,,111,07,99,1179,1,20170126,,A1LA17CA061204,,
"MULTILINESTRING ((302787.784 4123317.391,302787.846 4123319.765,302787.908 4123322.139))",,,111,11,99,1180,1,20170126,,A1LA17CA061205,,
"MULTILINESTRING ((302776.18 4123300.275,302777.065 4123301.541,302777.313 4123301.865,302778.249 4123302.681,302779.819 4123303.764,302780.94 4123304.648,302781.991 4123305.51,302782.956 4123306.299,302783.929 4123307.314,302784.746 4123308.277,302785.628 4123309.404,302786.601 4123310.833,302787.051 4123311.416,302787.876 4123312.121,302789.452 4123313.468,302790.093 4123313.99))",,,211,07,99,1181,1,20170126,,A1LA17CA061206,,
