0,638.93,16.32,19.34,51.74,55.23,56.43,60.47,60.11,64.34,70.34,73.34,999999,168.36,181.42,178.41,127.84,138.43,137.76,174.01,173.37,179.81,179.15,213.31,212.67,218.73,218.02,251.2,250.5,263.96,263.01,556.62,557.09,566.79,567.49,599.48,600.16,604.74,605.49,509.51,509.89,524.15,524.58,296.69,295.85,311.04,315.15,108.7,109.28,124.85,125.44,139.03,139.66,160.07,160.71,355.54,356.07,376.59,377.13,142.06,141.63,158.17,157.72,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,163.05,173.68,88.39,100.8,89.99,102.89,79.62,92.94,110.48,125.18,63.18,73.77,128.62,131.04,54.92,59.51,64.06,82.76,96.84,117.31,193.72,194.36,209.61,210.25,243.19,243.83,259.81,260.44,265.49,266.91,271.08,272.52,999999,277.12,278.54,283.86,310.59,312.03,322.47,323.89,327.99,329.47,467.9,470.85,470.65,473.56,484.99,487.9,518.19,521.06,548.1,550.17,310.24,310.78,334.8,335.33,201.33,211.28,306.68,316.64,218.57,254.41,265.52,301.29,260.9,271.39,250.73,261.74,999999,361.05,362.58,375.04,372.02,373.56,413.16,442.26,431.99,434.99,434.88,437.87,413.98,414.47,432.63,433.04,466.66,467.08,477.04,477.4,343.76,347.86,348.77,352.89,999999,999999,353.99,358.16,999999,387.7,391.86,999999,392.69,396.88,999999,999999,398.18,402.42,127.18,523.72,526.6,532.39,534.47,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,260.25,304.32,264.58,300.85,296.61,271.02,275.71,294.06,291.19,280.38,277.28,290.36,272.9,296.47,266.86,305.87,263.16,309.3,257.08,311.92,250.78,251.43,254.11,253.47,517.36,516.98,513.12,512.77,303.85,307.23,308.06,312.1,485.41,482.53,313.46,314.89,481.76,478.85,317.26,318.69,372.79,372.27,148.51,149.14,366.34,365.83,155.18,155.8
642.37,0,19.36,16.35,55.27,51.75,60.51,56.43,64.34,60.14,73.36,70.35,999999,172.53,185.59,182.58,130.88,141.47,140.8,177.05,176.41,182.85,182.19,216.35,215.71,221.77,221.06,254.24,253.54,267,266.05,560.79,561.26,570.96,571.66,603.65,604.33,608.91,609.66,513.68,514.06,528.32,528.75,299.73,298.89,314.08,318.19,111.73,112.31,127.88,128.47,143.2,143.83,164.24,164.88,359.71,360.24,380.76,381.3,146.23,145.8,162.34,161.89,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,166.08,176.71,92.56,104.97,94.16,107.06,82.66,95.98,114.65,129.35,66.22,76.81,132.79,135.21,57.96,62.55,68.23,86.93,99.88,120.35,197.89,198.53,213.78,214.42,247.36,248,263.98,264.61,269.66,271.08,275.25,276.69,999999,281.29,282.71,288.03,314.76,316.2,326.64,328.06,332.16,333.64,470.94,473.89,473.69,476.6,488.03,490.94,521.23,524.1,551.14,553.21,314.41,314.95,338.97,339.5,205.5,215.45,310.85,320.81,222.74,258.58,269.69,305.46,265.07,275.56,254.9,265.91,999999,365.22,366.75,379.21,376.19,377.73,416.2,445.3,435.03,438.03,437.92,440.91,418.15,418.64,436.8,437.21,470.83,471.25,481.21,481.57,346.8,350.9,351.81,355.93,999999,999999,357.03,361.2,999999,390.74,394.9,999999,395.73,399.92,999999,999999,401.22,405.46,130.22,526.76,529.64,535.43,537.51,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,264.42,308.49,268.75,305.02,300.78,275.19,279.88,298.23,295.36,284.55,281.45,294.53,277.07,300.64,271.03,310.04,267.33,313.47,261.25,316.09,254.95,255.6,258.28,257.64,521.53,521.15,517.29,516.94,306.89,310.27,311.1,315.14,488.45,485.57,317.63,319.06,484.8,481.89,321.43,322.86,376.96,376.44,152.68,153.31,370.51,370,159.35,159.97
632.8,633.53,0,637.82,44.36,164.16,50.77,55.04,54.89,60.45,65.12,68.12,999999,162.96,176.02,173.01,117.74,128.33,127.66,163.91,163.27,169.71,169.05,203.21,202.57,208.63,207.92,241.1,240.4,253.86,252.91,551.22,551.69,561.39,562.09,594.08,594.76,599.34,600.09,504.11,504.49,518.75,519.18,286.59,285.75,300.94,305.05,103.48,104.06,119.63,120.22,133.63,134.26,154.67,155.31,350.14,350.67,371.19,371.73,136.66,136.23,152.77,152.32,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,157.83,168.46,82.99,95.4,84.59,97.49,69.52,82.84,105.08,119.78,53.08,63.67,123.22,125.64,44.81,49.41,58.66,77.36,86.74,107.21,188.32,188.96,204.21,204.85,237.79,238.43,254.41,255.04,260.09,261.51,265.68,267.12,999999,271.72,273.14,278.46,305.19,306.63,317.07,318.49,322.59,324.07,457.8,460.75,460.55,463.46,474.89,477.8,508.09,510.96,538,540.07,304.84,305.38,329.4,329.93,195.93,205.88,301.28,311.24,213.17,249.01,260.12,295.89,255.5,265.99,245.33,256.34,999999,355.65,357.18,369.64,366.62,368.16,403.06,432.16,421.89,424.89,424.78,427.77,408.58,409.07,427.23,427.64,461.26,461.68,471.64,472,333.66,337.76,338.67,342.79,999999,999999,343.89,348.06,999999,377.6,381.76,999999,382.59,386.78,999999,999999,388.08,392.32,117.08,513.62,516.5,522.29,524.37,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,254.85,298.92,259.18,295.45,291.21,265.62,270.31,288.66,285.79,274.98,271.88,284.96,267.5,291.07,261.46,300.47,257.76,303.9,251.68,306.52,245.38,246.03,248.71,248.07,511.96,511.58,507.72,507.37,293.75,297.13,297.96,302,475.31,472.43,308.06,309.49,471.66,468.75,311.86,313.29,367.39,366.87,143.11,143.74,360.94,360.43,149.78,150.4
637.78,638.51,642.05,0,168.59,44.33,55.06,50.76,60.44,54.9,68.12,65.11,999999,167.94,181,177.99,184.86,192.39,189.36,171.93,171.5,184.2,183.75,219.26,218.83,225.81,225.32,258.36,257.89,271.12,270.4,556.2,556.67,566.37,567.07,599.06,599.74,604.32,605.07,509.09,509.47,523.73,524.16,303.85,303.24,318.2,322.54,106.49,107.07,122.64,123.23,138.61,139.24,159.65,160.29,355.12,355.65,376.17,376.71,141.64,141.21,157.75,157.3,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,160.84,171.47,87.97,100.38,89.57,102.47,255.53,268.85,110.06,124.76,238.98,249.68,128.2,130.62,229.08,235.01,63.64,82.34,179.29,199.75,193.3,193.94,209.19,209.83,242.77,243.41,259.39,260.02,265.07,266.49,270.66,272.1,999999,276.7,278.12,283.44,310.17,311.61,322.05,323.47,327.57,329.05,475.29,478.24,478.04,480.95,492.38,495.29,525.58,528.45,555.49,557.56,309.82,310.36,334.38,334.91,200.91,210.86,306.26,316.22,218.15,253.99,265.1,300.87,260.48,270.97,250.31,261.32,999999,360.63,362.16,374.62,371.6,373.14,420.55,449.65,439.38,442.38,442.27,445.26,413.56,414.05,432.21,432.62,466.24,466.66,476.62,476.98,350.92,355.25,355.93,360.28,999999,999999,361.15,365.55,999999,394.86,399.25,999999,399.85,404.27,999999,999999,405.34,409.81,181.83,531.11,533.99,539.78,541.86,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,259.83,303.9,264.16,300.43,296.19,270.6,275.29,293.64,290.77,279.96,276.86,289.94,272.48,296.05,266.44,305.45,262.74,308.88,256.66,311.5,250.36,251.01,253.69,253.05,516.94,516.56,512.7,512.35,311.01,314.62,315.22,319.49,492.8,489.92,313.04,314.47,489.15,486.24,316.84,318.27,372.37,371.85,148.09,148.72,365.92,365.41,154.76,155.38
597.48,598.21,601.75,602.5,0,128.84,15.01,18.05,19.84,23.46,30.07,33.07,999999,127.64,140.7,137.69,144.56,152.09,149.06,131.63,131.2,143.9,143.45,178.96,178.53,185.51,185.02,218.06,217.59,230.82,230.1,515.9,516.37,526.07,526.77,558.76,559.44,564.02,564.77,468.79,469.17,483.43,483.86,263.55,262.94,277.9,282.24,68.43,69.01,84.58,85.17,98.31,98.94,119.35,119.99,314.82,315.35,335.87,336.41,101.34,100.91,117.45,117,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,122.78,133.41,47.67,60.08,49.27,62.17,215.23,228.55,69.76,84.46,198.68,209.38,87.9,90.32,188.78,194.71,23.34,42.04,141.23,161.69,153,153.64,168.89,169.53,202.47,203.11,219.09,219.72,224.77,226.19,230.36,231.8,999999,236.4,237.82,243.14,269.87,271.31,281.75,283.17,287.27,288.75,434.99,437.94,437.74,440.65,452.08,454.99,485.28,488.15,515.19,517.26,269.52,270.06,294.08,294.61,160.61,170.56,265.96,275.92,177.85,213.69,224.8,260.57,220.18,230.67,210.01,221.02,999999,320.33,321.86,334.32,331.3,332.84,380.25,409.35,399.08,402.08,401.97,404.96,373.26,373.75,391.91,392.32,425.94,426.36,436.32,436.68,310.62,314.95,315.63,319.98,999999,999999,320.85,325.25,999999,354.56,358.95,999999,359.55,363.97,999999,999999,365.04,369.51,141.53,490.81,493.69,499.48,501.56,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,219.53,263.6,223.86,260.13,255.89,230.3,234.99,253.34,250.47,239.66,236.56,249.64,232.18,255.75,226.14,265.15,222.44,268.58,216.36,271.2,210.06,210.71,213.39,212.75,476.64,476.26,472.4,472.05,270.71,274.32,274.92,279.19,452.5,449.62,272.74,274.17,448.85,445.94,276.54,277.97,332.07,331.55,107.79,108.42,325.62,325.11,114.46,115.08
600.81,601.54,605.08,605.83,131.62,0,18.09,15.01,23.47,19.87,33.09,30.08,999999,130.97,144.03,141.02,147.89,155.42,152.39,134.96,134.53,147.23,146.78,182.29,181.86,188.84,188.35,221.39,220.92,234.15,233.43,519.23,519.7,529.4,530.1,562.09,562.77,567.35,568.1,472.12,472.5,486.76,487.19,266.88,266.27,281.23,285.57,71.46,72.04,87.61,88.2,101.64,102.27,122.68,123.32,318.15,318.68,339.2,339.74,104.67,104.24,120.78,120.33,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,125.81,136.44,51,63.41,52.6,65.5,218.56,231.88,73.09,87.79,202.01,212.71,91.23,93.65,192.11,198.04,26.67,45.37,144.26,164.72,156.33,156.97,172.22,172.86,205.8,206.44,222.42,223.05,228.1,229.52,233.69,235.13,999999,239.73,241.15,246.47,273.2,274.64,285.08,286.5,290.6,292.08,438.32,441.27,441.07,443.98,455.41,458.32,488.61,491.48,518.52,520.59,272.85,273.39,297.41,297.94,163.94,173.89,269.29,279.25,181.18,217.02,228.13,263.9,223.51,234,213.34,224.35,999999,323.66,325.19,337.65,334.63,336.17,383.58,412.68,402.41,405.41,405.3,408.29,376.59,377.08,395.24,395.65,429.27,429.69,439.65,440.01,313.95,318.28,318.96,323.31,999999,999999,324.18,328.58,999999,357.89,362.28,999999,362.88,367.3,999999,999999,368.37,372.84,144.86,494.14,497.02,502.81,504.89,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,222.86,266.93,227.19,263.46,259.22,233.63,238.32,256.67,253.8,242.99,239.89,252.97,235.51,259.08,229.47,268.48,225.77,271.91,219.69,274.53,213.39,214.04,216.72,216.08,479.97,479.59,475.73,475.38,274.04,277.65,278.25,282.52,455.83,452.95,276.07,277.5,452.18,449.27,279.87,281.3,335.4,334.88,111.12,111.75,328.95,328.44,117.79,118.41
588.57,589.3,592.84,593.59,119.38,119.93,0,128.85,12.22,133.46,22.54,25.54,999999,118.73,131.79,128.78,135.65,143.18,140.15,122.72,122.29,134.99,134.54,170.05,169.62,176.6,176.11,209.15,208.68,221.91,221.19,506.99,507.46,517.16,517.86,549.85,550.53,555.11,555.86,459.88,460.26,474.52,474.95,254.64,254.03,268.99,273.33,60.9,61.48,77.05,77.64,89.4,90.03,110.44,111.08,305.91,306.44,326.96,327.5,92.43,92,108.54,108.09,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,115.25,125.88,38.76,51.17,40.36,53.26,206.32,219.64,60.85,75.55,189.77,200.47,78.99,81.41,179.87,185.8,14.42,33.13,133.7,154.16,144.09,144.73,159.98,160.62,193.56,194.2,210.18,210.81,215.86,217.28,221.45,222.89,999999,227.49,228.91,234.23,260.96,262.4,272.84,274.26,278.36,279.84,426.08,429.03,428.83,431.74,443.17,446.08,476.37,479.24,506.28,508.35,260.61,261.15,285.17,285.7,151.7,161.65,257.05,267.01,168.94,204.78,215.89,251.66,211.27,221.76,201.1,212.11,999999,311.42,312.95,325.41,322.39,323.93,371.34,400.44,390.17,393.17,393.06,396.05,364.35,364.84,383,383.41,417.03,417.45,427.41,427.77,301.71,306.04,306.72,311.07,999999,999999,311.94,316.34,999999,345.65,350.04,999999,350.64,355.06,999999,999999,356.13,360.6,132.62,481.9,484.78,490.57,492.65,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,210.62,254.69,214.95,251.22,246.98,221.39,226.08,244.43,241.56,230.75,227.65,240.73,223.27,246.84,217.23,256.24,213.53,259.67,207.45,262.29,201.15,201.8,204.48,203.84,467.73,467.35,463.49,463.14,261.8,265.41,266.01,270.28,443.59,440.71,263.83,265.26,439.94,437.03,267.63,269.06,323.16,322.64,98.88,99.51,316.71,316.2,105.55,106.17
604.87,605.6,609.14,609.89,210.59,211.14,219.51,0,166.66,12.24,25.57,22.56,999999,331.98,345.04,342.03,167.73,178.32,177.65,213.9,213.26,219.7,219.04,253.2,252.56,258.62,257.91,291.09,290.39,303.85,302.9,523.29,523.76,533.46,534.16,566.15,566.83,571.41,572.16,476.18,476.56,490.82,491.25,336.58,335.74,350.93,355.04,63.94,64.52,80.09,80.68,114.21,114.8,126.83,127.42,322.16,322.69,343.21,343.75,305.68,305.25,321.79,321.34,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,118.29,128.92,252.01,264.42,133.32,144.47,243.92,257.24,152.06,166.76,227.37,238.07,170.2,172.62,217.47,223.4,227.68,246.38,136.74,157.2,160.39,160.98,176.28,176.87,209.86,210.45,226.48,227.06,232.16,233.53,237.75,239.14,999999,243.79,245.16,250.48,277.26,278.65,289.14,290.51,294.66,296.09,507.79,510.74,510.54,513.45,524.88,527.79,558.08,560.95,587.99,590.06,276.92,277.46,301.48,302.01,168.01,177.96,273.3,283.26,185.25,221.09,232.14,267.91,227.58,238.07,217.35,228.36,999999,327.72,329.2,341.71,338.69,340.18,453.05,482.15,471.88,474.88,474.77,477.76,380.65,381.14,399.3,399.71,433.33,433.75,443.71,444.07,383.65,387.75,388.66,392.78,999999,999999,393.88,398.05,999999,427.59,431.75,999999,432.58,436.77,999999,999999,438.07,442.31,167.07,563.61,566.49,572.28,574.36,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,226.93,270.94,231.26,267.47,263.23,237.7,242.39,260.68,257.81,247.06,243.9,257.04,239.52,263.15,233.48,272.55,229.78,275.98,223.7,278.6,217.45,218.05,220.73,220.14,484.03,483.65,479.79,479.44,343.74,347.12,347.95,351.99,525.3,522.42,280.13,281.51,521.65,518.74,283.93,285.31,339.41,338.89,118.29,118.87,332.96,332.45,122.7,123.27
597.6,598.33,601.87,602.62,203.32,203.87,212.24,212.79,0,160.41,18.14,21.14,999999,324.71,337.77,334.76,160.46,171.05,170.38,206.63,205.99,212.43,211.77,245.93,245.29,251.35,250.64,283.82,283.12,296.58,295.63,516.02,516.49,526.19,526.89,558.88,559.56,564.14,564.89,468.91,469.29,483.55,483.98,329.31,328.47,343.66,347.77,56.67,57.25,72.82,73.41,106.94,107.53,119.56,120.15,314.89,315.42,335.94,336.48,298.41,297.98,314.52,314.07,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,111.02,121.65,244.74,257.15,126.05,137.2,236.65,249.97,144.79,159.49,220.1,230.8,162.93,165.35,210.2,216.13,220.41,239.11,129.47,149.93,153.12,153.71,169.01,169.6,202.59,203.18,219.21,219.79,224.89,226.26,230.48,231.87,999999,236.52,237.89,243.21,269.99,271.38,281.87,283.24,287.39,288.82,500.52,503.47,503.27,506.18,517.61,520.52,550.81,553.68,580.72,582.79,269.65,270.19,294.21,294.74,160.74,170.69,266.03,275.99,177.98,213.82,224.87,260.64,220.31,230.8,210.08,221.09,999999,320.45,321.93,334.44,331.42,332.91,445.78,474.88,464.61,467.61,467.5,470.49,373.38,373.87,392.03,392.44,426.06,426.48,436.44,436.8,376.38,380.48,381.39,385.51,999999,999999,386.61,390.78,999999,420.32,424.48,999999,425.31,429.5,999999,999999,430.8,435.04,159.8,556.34,559.22,565.01,567.09,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,219.66,263.67,223.99,260.2,255.96,230.43,235.12,253.41,250.54,239.79,236.63,249.77,232.25,255.88,226.21,265.28,222.51,268.71,216.43,271.33,210.18,210.78,213.46,212.87,476.76,476.38,472.52,472.17,336.47,339.85,340.68,344.72,518.03,515.15,272.86,274.24,514.38,511.47,276.66,278.04,332.14,331.62,111.02,111.6,325.69,325.18,115.43,116
600.61,601.34,604.88,605.63,206.33,206.88,215.25,215.8,162.4,0,21.15,18.13,999999,327.72,340.78,337.77,163.47,174.06,173.39,209.64,209,215.44,214.78,248.94,248.3,254.36,253.65,286.83,286.13,299.59,298.64,519.03,519.5,529.2,529.9,561.89,562.57,567.15,567.9,471.92,472.3,486.56,486.99,332.32,331.48,346.67,350.78,59.68,60.26,75.83,76.42,109.95,110.54,122.57,123.16,317.9,318.43,338.95,339.49,301.42,300.99,317.53,317.08,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,114.03,124.66,247.75,260.16,129.06,140.21,239.66,252.98,147.8,162.5,223.11,233.81,165.94,168.36,213.21,219.14,223.42,242.12,132.48,152.94,156.13,156.72,172.02,172.61,205.6,206.19,222.22,222.8,227.9,229.27,233.49,234.88,999999,239.53,240.9,246.22,273,274.39,284.88,286.25,290.4,291.83,503.53,506.48,506.28,509.19,520.62,523.53,553.82,556.69,583.73,585.8,272.66,273.2,297.22,297.75,163.75,173.7,269.04,279,180.99,216.83,227.88,263.65,223.32,233.81,213.09,224.1,999999,323.46,324.94,337.45,334.43,335.92,448.79,477.89,467.62,470.62,470.51,473.5,376.39,376.88,395.04,395.45,429.07,429.49,439.45,439.81,379.39,383.49,384.4,388.52,999999,999999,389.62,393.79,999999,423.33,427.49,999999,428.32,432.51,999999,999999,433.81,438.05,162.81,559.35,562.23,568.02,570.1,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,222.67,266.68,227,263.21,258.97,233.44,238.13,256.42,253.55,242.8,239.64,252.78,235.26,258.89,229.22,268.29,225.52,271.72,219.44,274.34,213.19,213.79,216.47,215.88,479.77,479.39,475.53,475.18,339.48,342.86,343.69,347.73,521.04,518.16,275.87,277.25,517.39,514.48,279.67,281.05,335.15,334.63,114.03,114.61,328.7,328.19,118.44,119.01
